,Input,Result,Confidence,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1
0,manoj.jpg,True,0.999997,,,,,,,,,,,,,,,,,,,,,,
0,traffic.jpg,True,0.9999620000000001,0.0,,,,,,,,,,,,,,,,,,,,,
1,aryan.jpg,True,0.99997234,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2,inputImage4.jpg,True,0.9999969000000001,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
3,inputImage4.jpg,True,0.9999969,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
4,inputImage2.jpg,True,0.9999529,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
